,Date,Interest Rate,Inflation Rate,Close SP500,CPIAUCSL,Close Russell,Close Oil,Close Gold
4683,1980-01-04,,,4.757639714929554,,,,634.25
4684,1980-01-07,,,4.787820235432423,,,,634.0
4685,1980-01-08,,,4.869665375113795,,,,610.0
4686,1980-01-09,,,4.877665680554724,,,,607.2
4687,1980-01-10,,,4.912275234717376,,,,603.35
4688,1980-01-11,,,4.914368570119757,,,,623.0
4689,1980-01-14,,,4.917216198614885,,,,660.0
4690,1980-01-15,,,4.945314463996088,,,,684.0
4691,1980-01-16,,,4.9565648902783686,,,,760.0
4692,1980-01-17,,,4.9253835459191775,,,,750.0
4693,1980-01-18,,,4.911862332220237,,,,835.0
4694,1980-01-21,,,4.953237739036378,,,,835.0
4695,1980-01-22,,,4.920285757976709,,,,737.5
4696,1980-01-23,,,4.96243075868979,,,,695.0
4697,1980-01-24,,,4.970225072437033,,,,717.0
4698,1980-01-25,,,4.953494638588625,,,,668.0
4699,1980-01-28,,,4.962184813296058,,,,624.0
4700,1980-01-29,,,4.932271828778933,,,,674.25
4701,1980-01-30,,,4.946911464454894,,,,691.0
4702,1980-01-31,,,4.9084122128323795,,,,653.0
4703,1980-02-01,14.13,12.0,4.918642658279421,79.0,,,676.5
4704,1980-02-04,,,4.890227301679936,,,,669.75
4705,1980-02-05,,,4.884272347329204,,,,669.75
4706,1980-02-06,,,4.899373411786618,,,,709.0
4707,1980-02-07,,,4.881436751483335,,,,699.25
4708,1980-02-08,,,4.961162595635223,,,,692.0
4709,1980-02-11,,,4.9172242278060345,,,,710.5
4710,1980-02-12,,,4.940258146484488,,,,694.5
4711,1980-02-13,,,4.9641350657515915,,,,696.75
4712,1980-02-14,,,4.920618244129972,,,,682.0
4713,1980-02-15,,,4.87209161624466,,,,667.0
4714,1980-02-18,,,,,,,667.0
4715,1980-02-19,,,4.825323817118542,,,,652.25
4716,1980-02-20,,,4.840413736544319,,,,652.25
4717,1980-02-21,,,4.789250789344618,,,,665.0
4718,1980-02-22,,,4.770747916600139,,,,630.0
4719,1980-02-25,,,4.709055112233174,,,,616.5
4720,1980-02-26,,,4.7132626191242455,,,,642.25
4721,1980-02-27,,,4.654034392581773,,,,636.0
4722,1980-02-28,,,4.6563528271910455,,,,646.0
4723,1980-02-29,,,4.723064215604177,,,,637.0
4724,1980-03-01,17.19,12.5,,80.1,,,
4725,1980-03-03,,,4.686273520985215,,,,663.75
4726,1980-03-04,,,4.655580209510536,,,,631.25
4727,1980-03-05,,,4.564244243095524,,,,643.5
4728,1980-03-06,,,4.486894835631564,,,,643.5
4729,1980-03-07,,,4.459541537174859,,,,609.0
4730,1980-03-10,,,4.469285262038105,,,,585.0
4731,1980-03-11,,,4.530076859000418,,,,570.25
4732,1980-03-12,,,4.506694404581158,,,,585.7
4733,1980-03-13,,,4.48871903148355,,,,556.5
4734,1980-03-14,,,4.493326223272946,,,,523.0
4735,1980-03-17,,,3.357134799938649,,,,484.0
4736,1980-03-18,,,3.369431255362284,,,,481.5
4737,1980-03-19,,,3.389567675126111,,,,527.0
4738,1980-03-20,,,3.370345717490268,,,,561.0
4739,1980-03-21,,,3.3371892457405115,,,,561.0
4740,1980-03-24,,,3.2539837039961403,,,,558.25
4741,1980-03-25,,,3.248521737502945,,,,547.25
4742,1980-03-26,,,3.2338829979620463,,,,508.0
4743,1980-03-27,,,3.172972091319371,,,,485.25
4744,1980-03-28,,,3.2567625120739265,,,,490.0
4745,1980-03-31,,,3.305846712614861,,,,495.0
4746,1980-04-01,17.61,13.0,3.3301169237384767,80.9,,,509.5
4747,1980-04-02,,,3.3727594386626243,,,,500.5
4748,1980-04-03,,,3.3780815324580376,,,,485.75
4749,1980-04-04,,,,,,,485.75
4750,1980-04-07,,,3.31861796019816,,,,485.75
4751,1980-04-08,,,3.349558610560521,,,,528.0
4752,1980-04-09,,,3.399649994893491,,,,554.0
4753,1980-04-10,,,3.448904570534917,,,,526.0
4754,1980-04-11,,,3.4499307320756047,,,,530.5
4755,1980-04-14,,,3.4137668244403563,,,,529.75
4756,1980-04-15,,,3.400234591718649,,,,497.5
4757,1980-04-16,,,3.390925840777488,,,,520.0
4758,1980-04-17,,,3.384272568613474,,,,513.0
4759,1980-04-18,,,3.38428744346909,,,,515.6
4760,1980-04-21,,,3.346819079955297,,,,506.0
4761,1980-04-22,,,3.436200584324957,,,,506.0
4762,1980-04-23,,,3.4604971039286054,,,,506.5
4763,1980-04-24,,,3.482360546825671,,,,515.7
4764,1980-04-25,,,3.4889830379444033,,,,551.5
4765,1980-04-28,,,3.506100444683085,,,,524.25
4766,1980-04-29,,,3.506603700320231,,,,513.75
4767,1980-04-30,,,3.5151307512920327,,,,518.0
4768,1980-05-01,10.98,13.3,3.4848622305352994,81.7,,,490.0
4769,1980-05-02,,,3.4869349718413836,,,,512.5
4770,1980-05-05,,,3.505851379749965,,,,515.0
4771,1980-05-06,,,3.5141621115474613,,,,512.5
4772,1980-05-07,,,3.5600348305345677,,,,512.5
4773,1980-05-08,,,3.5387730834994215,,,,515.75
4774,1980-05-09,,,3.509266869467826,,,,508.25
4775,1980-05-12,,,3.509165067568513,,,,513.25
4776,1980-05-13,,,3.5477325101297326,,,,512.0
4777,1980-05-14,,,3.5679156660256575,,,,525.0
4778,1980-05-15,,,3.5764270167043604,,,,517.0
4779,1980-05-16,,,3.583202729790123,,,,516.5
4780,1980-05-19,,,3.5810907473501983,,,,514.25
4781,1980-05-20,,,3.575375650443731,,,,507.75
4782,1980-05-21,,,3.5717701386043266,,,,513.5
4783,1980-05-22,,,3.6116551958892975,,,,513.5
4784,1980-05-23,,,3.657862853967339,,,,511.25
4785,1980-05-26,,,,,,,511.25
4786,1980-05-27,,,3.6800134163692686,,,,514.8
4787,1980-05-28,,,3.6989292499203623,,,,526.5
4788,1980-05-29,,,3.66082229625228,,,,519.6
4789,1980-05-30,,,3.675594515458572,,,,535.5
4790,1980-06-01,9.47,13.6,,82.5,,,
4791,1980-06-02,,,3.6477365619162234,,,,561.5
4792,1980-06-03,,,3.6368290247486494,,,,552.5
4793,1980-06-04,,,3.6767926850333446,,,,571.5
4794,1980-06-05,,,3.6890258682528283,,,,581.75
4795,1980-06-06,,,3.6978416608464793,,,,581.75
4796,1980-06-09,,,3.701369368789218,,,,623.75
4797,1980-06-10,,,3.73630106610405,,,,604.0
4798,1980-06-11,,,3.772271908569808,,,,596.0
4799,1980-06-12,,,3.7634924873028224,,,,590.0
4800,1980-06-13,,,3.8023755760045677,,,,608.4
4801,1980-06-16,,,3.8218753696760026,,,,590.0
4802,1980-06-17,,,3.8235879383481493,,,,591.75
4803,1980-06-18,,,3.82547609807878,,,,602.5
4804,1980-06-19,,,3.7867658221412723,,,,599.0
4805,1980-06-20,,,3.7746438906959643,,,,602.5
4806,1980-06-23,,,3.7862856122778683,,,,602.5
4807,1980-06-24,,,3.803879855495946,,,,603.0
4808,1980-06-25,,,3.837950386970145,,,,622.5
4809,1980-06-26,,,3.834157408896561,,,,624.5
4810,1980-06-27,,,3.831592658693652,,,,637.5
4811,1980-06-30,,,3.7833208862873837,,,,653.5
4812,1980-07-01,9.03,12.4,3.7939608535933784,82.6,,,660.0
4813,1980-07-02,,,3.8109085029218255,,,,661.5
4814,1980-07-03,,,3.8473554077762655,,,,663.5
4815,1980-07-04,,,,,,,663.5
4816,1980-07-07,,,3.877660003013727,,,,667.5
4817,1980-07-08,,,3.879868185465656,,,,687.5
4818,1980-07-09,,,3.881007931763079,,,,671.0
4819,1980-07-10,,,3.8666991770676358,,,,656.5
4820,1980-07-11,,,3.8809932504848734,,,,666.7
4821,1980-07-14,,,3.9294365437746777,,,,650.0
4822,1980-07-15,,,3.921628470396305,,,,619.5
4823,1980-07-16,,,3.92293013446033,,,,624.75
4824,1980-07-17,,,3.9643120695723266,,,,627.25
4825,1980-07-18,,,3.9866397675444802,,,,606.0
4826,1980-07-21,,,3.9976997484975474,,,,617.5
4827,1980-07-22,,,3.9944138131445137,,,,613.0
4828,1980-07-23,,,3.9836553479885546,,,,631.25
4829,1980-07-24,,,3.9765181829925718,,,,643.0
4830,1980-07-25,,,3.9594677981988684,,,,651.75
4831,1980-07-28,,,3.9690171534468126,,,,643.5
4832,1980-07-29,,,3.999679122142857,,,,646.75
4833,1980-07-30,,,4.01627803418967,,,,629.0
4834,1980-07-31,,,4.006753604291234,,,,614.25
4835,1980-08-01,9.61,11.8,4.001808315878961,83.2,,,622.0
4836,1980-08-04,,,3.9875444977930408,,,,630.75
4837,1980-08-05,,,3.9810620068640605,,,,630.5
4838,1980-08-06,,,3.9936346165699566,,,,627.75
4839,1980-08-07,,,4.032457282062529,,,,629.5
4840,1980-08-08,,,4.036754989792116,,,,630.0
4841,1980-08-11,,,4.057235866194454,,,,617.0
4842,1980-08-12,,,4.031578502708637,,,,605.0
4843,1980-08-13,,,4.0329192788908035,,,,615.25
4844,1980-08-14,,,4.069101884234242,,,,626.0
4845,1980-08-15,,,4.082624689107988,,,,624.5
4846,1980-08-18,,,4.026701698488578,,,,612.5
4847,1980-08-19,,,3.9947259309588046,,,,624.0
4848,1980-08-20,,,4.005594930634266,,,,634.75
4849,1980-08-21,,,4.054529879719201,,,,645.25
4850,1980-08-22,,,4.078277607471114,,,,639.2
4851,1980-08-25,,,4.057478915354827,,,,634.75
4852,1980-08-26,,,4.064525872832391,,,,628.85
4853,1980-08-27,,,4.026651269551821,,,,633.85
4854,1980-08-28,,,3.987174389066129,,,,635.3
4855,1980-08-29,,,3.9909304768846527,,,,631.25
4856,1980-09-01,10.87,12.0,,83.9,,,631.25
4857,1980-09-02,,,4.009927570728994,,,,640.0
4858,1980-09-03,,,4.069654796181656,,,,636.75
4859,1980-09-04,,,4.072828408557831,,,,647.25
4860,1980-09-05,,,4.06668258708243,,,,651.0
4861,1980-09-08,,,4.025619976903971,,,,672.0
4862,1980-09-09,,,4.042022063510447,,,,670.5
4863,1980-09-10,,,4.068694566717235,,,,686.5
4864,1980-09-11,,,4.0983199299563,,,,674.0
4865,1980-09-12,,,4.102217406352482,,,,685.5
4866,1980-09-15,,,4.1028533608811655,,,,666.5
4867,1980-09-16,,,4.129576461980256,,,,668.0
4868,1980-09-17,,,4.181770618777813,,,,673.0
4869,1980-09-18,,,4.173635412280152,,,,672.25
4870,1980-09-19,,,4.203930568449745,,,,674.0
4871,1980-09-22,,,4.223600051025065,,,,710.0
4872,1980-09-23,,,4.1938044259824405,,,,711.0
4873,1980-09-24,,,4.197211568539099,,,,710.5
4874,1980-09-25,,,4.150191307885618,,,,697.75
4875,1980-09-26,,,4.074438720714392,,,,698.25
4876,1980-09-29,,,3.9808705981093935,,,,679.25
4877,1980-09-30,,,4.030996586809435,,,,666.75
4878,1980-10-01,12.81,12.3,4.042773175984621,84.7,,,682.0
4879,1980-10-02,,,4.068593801504158,,,,665.75
4880,1980-10-03,,,4.112925891551268,,,,660.5
4881,1980-10-06,,,4.1760982634073285,,,,675.8
4882,1980-10-07,,,4.1795705332454425,,,,678.15
4883,1980-10-08,,,4.173528585426822,,,,677.0
4884,1980-10-09,,,4.159366405652668,,,,690.0
4885,1980-10-10,,,4.14055392329029,,,,685.25
4886,1980-10-13,,,4.16545470206145,,,,685.25
4887,1980-10-14,,,4.162597041420951,,,,668.5
4888,1980-10-15,,,4.182655878454268,,,,678.3
4889,1980-10-16,,,4.154157634712979,,,,674.0
4890,1980-10-17,,,4.13893157100963,,,,670.5
4891,1980-10-20,,,4.142529701178303,,,,657.0
4892,1980-10-21,,,4.126755686398751,,,,652.5
4893,1980-10-22,,,4.1333772506185635,,,,660.0
4894,1980-10-23,,,4.090978287606539,,,,634.5
4895,1980-10-24,,,4.0890563979387995,,,,633.0
4896,1980-10-27,,,4.044249994758361,,,,637.25
4897,1980-10-28,,,4.022387596706073,,,,631.75
4898,1980-10-29,,,4.017915352063621,,,,644.0
4899,1980-10-30,,,3.978157358032144,,,,642.8
4900,1980-10-31,,,3.9988464088497047,,,,629.0
4901,1980-11-01,15.85,12.1,,85.6,,,
4902,1980-11-03,,,4.003996440697284,,,,640.5
4903,1980-11-04,,,,,,,640.5
4904,1980-11-05,,,4.074543312369358,,,,652.0
4905,1980-11-06,,,4.007835676716197,,,,632.0
4906,1980-11-07,,,3.9963647839391516,,,,596.0
4907,1980-11-10,,,4.001863280133832,,,,612.8
4908,1980-11-11,,,4.0448618832798235,,,,598.5
4909,1980-11-12,,,4.109319177766641,,,,619.5
4910,1980-11-13,,,4.1575683538935015,,,,622.0
4911,1980-11-14,,,4.17212351753066,,,,612.5
4912,1980-11-17,,,4.165971922821233,,,,611.75
4913,1980-11-18,,,4.276441547953518,,,,619.0
4914,1980-11-19,,,4.2656349808242195,,,,629.75
4915,1980-11-20,,,4.286177117531822,,,,630.5
4916,1980-11-21,,,4.249779743291217,,,,634.75
4917,1980-11-24,,,4.210618772229852,,,,631.0
4918,1980-11-25,,,4.226957357141393,,,,616.35
4919,1980-11-26,,,4.236604083748259,,,,623.0
4920,1980-11-27,,,,,,,623.0
4921,1980-11-28,,,4.2352513984815605,,,,623.0
4922,1980-12-01,18.9,12.2,4.155902911616853,86.4,,,635.3
4923,1980-12-02,,,4.121002916027518,,,,627.0
4924,1980-12-03,,,4.124375265836716,,,,627.5
4925,1980-12-04,,,4.126909850230988,,,,631.5
4926,1980-12-05,,,4.076631803021711,,,,617.0
4927,1980-12-08,,,3.9823074527084827,,,,617.25
4928,1980-12-09,,,3.965919491823982,,,,604.0
4929,1980-12-10,,,3.9310760666780613,,,,579.0
4930,1980-12-11,,,3.8881340973955743,,,,558.0
4931,1980-12-12,,,3.9054399605470094,,,,562.75
4932,1980-12-15,,,3.9098154596156545,,,,579.3
4933,1980-12-16,,,3.9199893668468238,,,,561.0
4934,1980-12-17,,,3.957727910046689,,,,575.75
4935,1980-12-18,,,4.0079843137435045,,,,573.5
4936,1980-12-19,,,4.039729140786051,,,,575.0
4937,1980-12-22,,,4.101969729564344,,,,594.75
4938,1980-12-23,,,4.108070084226061,,,,602.5
4939,1980-12-24,,,4.117053226377183,,,,601.0
4940,1980-12-25,,,,,,,601.0
4941,1980-12-26,,,4.141570896912388,,,,601.0
4942,1980-12-29,,,4.110191445078766,,,,593.75
4943,1980-12-30,,,4.112836270653016,,,,589.25
4944,1980-12-31,,,4.130706761794829,,,,586.0
4945,1981-01-01,19.08,11.4,,87.2,,,586.0
4946,1981-01-02,,,4.154471595515633,,,,586.0
4947,1981-01-05,,,4.228588967992549,,,,597.5
4948,1981-01-06,,,4.258038620720481,,,,599.25
4949,1981-01-07,,,4.159924679288738,,,,585.0
4950,1981-01-08,,,4.108871062988775,,,,574.75
4951,1981-01-09,,,4.110661019837996,,,,577.75
4952,1981-01-12,,,4.12401361266772,,,,562.0
4953,1981-01-13,,,4.118719911017613,,,,562.75
4954,1981-01-14,,,4.131934668193435,,,,556.5
4955,1981-01-15,,,4.143408860030927,,,,571.5
4956,1981-01-16,,,4.15864369700178,,,,560.75
4957,1981-01-19,,,4.149074126492467,,,,566.75
4958,1981-01-20,,,4.0982029356105985,,,,562.0
4959,1981-01-21,,,4.088882651201814,,,,578.0
4960,1981-01-22,,,4.064219011505793,,,,564.0
4961,1981-01-23,,,4.063009503161349,,,,553.0
4962,1981-01-26,,,4.043319982481979,,,,528.5
4963,1981-01-27,,,4.063329503985873,,,,524.0
4964,1981-01-28,,,4.060509352743277,,,,523.5
4965,1981-01-29,,,4.064844438337792,,,,493.75
4966,1981-01-30,,,4.062162273547106,,,,506.5
4967,1981-02-01,15.93,10.9,,88.0,,,
4968,1981-02-02,,,3.9898961799883703,,,,493.5
4969,1981-02-03,,,4.024046038500747,,,,486.25
4970,1981-02-04,,,4.033020474016666,,,,505.0
4971,1981-02-05,,,4.052322587466728,,,,498.5
4972,1981-02-06,,,4.065174555525794,,,,500.5
4973,1981-02-09,,,4.041830293093509,,,,512.5
4974,1981-02-10,,,4.031820094855557,,,,519.5
4975,1981-02-11,,,3.987772747354452,,,,501.0
4976,1981-02-12,,,3.960969268799175,,,,490.25
4977,1981-02-13,,,3.9397182314288477,,,,491.5
4978,1981-02-16,,,,,,,491.5
4979,1981-02-17,,,3.9573553515554862,,,,500.75
4980,1981-02-18,,,3.9718249649849047,,,,505.0
4981,1981-02-19,,,3.941754497847585,,,,503.25
4982,1981-02-20,,,3.9439062049915625,,,,511.5
4983,1981-02-23,,,3.971882582707114,,,,501.5
4984,1981-02-24,,,3.998645727804234,,,,503.0
4985,1981-02-25,,,4.019423979096288,,,,500.5
4986,1981-02-26,,,4.057174715711627,,,,492.0
4987,1981-02-27,,,4.076428865537394,,,,489.0
4988,1981-03-01,14.7,10.0,,88.6,,,
4989,1981-03-02,,,4.078826531897797,,,,465.5
4990,1981-03-03,,,4.057051786329857,,,,471.0
4991,1981-03-04,,,4.0654786365583195,,,,465.5
4992,1981-03-05,,,4.0583183512005006,,,,461.5
4993,1981-03-06,,,4.062645033478391,,,,467.0
4994,1981-03-09,,,4.090790527851083,,,,475.25
4995,1981-03-10,,,4.078088163506499,,,,487.25
4996,1981-03-11,,,4.078773226242426,,,,476.25
4997,1981-03-12,,,4.167702288215244,,,,478.0
4998,1981-03-13,,,4.1867176474093695,,,,492.0
4999,1981-03-16,,,4.234860154951727,,,,499.75
5000,1981-03-17,,,4.227236077492667,,,,493.25
5001,1981-03-18,,,4.245881021845826,,,,506.0
5002,1981-03-19,,,4.259584028143869,,,,510.0
5003,1981-03-20,,,4.275457308952545,,,,516.75
5004,1981-03-23,,,4.306036965271761,,,,526.0
5005,1981-03-24,,,4.281313661702497,,,,536.25
5006,1981-03-25,,,4.335384308772031,,,,528.0
5007,1981-03-26,,,4.312699930482479,,,,539.5
5008,1981-03-27,,,4.286830115803452,,,,538.75
5009,1981-03-30,,,4.282686026853531,,,,526.5
5010,1981-03-31,,,4.320503259727428,,,,513.75
5011,1981-04-01,15.72,9.5,4.342957347025012,89.1,,,514.25
5012,1981-04-02,,,4.338340333121461,,,,519.5
5013,1981-04-03,,,4.305385802677551,,,,523.0
5014,1981-04-06,,,4.2673338271764125,,,,533.75
5015,1981-04-07,,,4.2721379748870465,,,,514.25
5016,1981-04-08,,,4.283614453534748,,,,508.5
5017,1981-04-09,,,4.303849525706366,,,,503.0
5018,1981-04-10,,,4.322433059428667,,,,493.5
5019,1981-04-13,,,4.294557925530298,,,,473.75
5020,1981-04-14,,,4.2776884521942495,,,,483.0
5021,1981-04-15,,,4.3264863433879475,,,,476.25
5022,1981-04-16,,,4.358736987377322,,,,482.5
5023,1981-04-17,,,,,,,482.5
5024,1981-04-20,,,4.375461887351649,,,,477.0
5025,1981-04-21,,,4.345780682251897,,,,481.0
5026,1981-04-22,,,4.346327999520094,,,,501.0
5027,1981-04-23,,,4.358256810583001,,,,488.5
5028,1981-04-24,,,4.395680267233835,,,,494.5
5029,1981-04-27,,,4.404556997553554,,,,483.0
5030,1981-04-28,,,4.36719838321902,,,,482.75
5031,1981-04-29,,,4.331793285559776,,,,477.25
5032,1981-04-30,,,4.328540895264163,,,,482.75
5033,1981-05-01,18.52,9.5,4.313856198084216,89.7,,,487.5
5034,1981-05-04,,,4.242268134948126,,,,481.5
5035,1981-05-05,,,4.206115377850311,,,,476.25
5036,1981-05-06,,,4.216324436673244,,,,482.0
5037,1981-05-07,,,4.226673946520964,,,,477.75
5038,1981-05-08,,,4.233929807623459,,,,485.75
5039,1981-05-11,,,4.183606179907572,,,,493.0
5040,1981-05-12,,,4.211856011041375,,,,484.0
5041,1981-05-13,,,4.234001037946274,,,,484.25
5042,1981-05-14,,,4.262630958023459,,,,476.5
5043,1981-05-15,,,4.294004944131472,,,,485.0
5044,1981-05-18,,,4.303155365898165,,,,481.75
5045,1981-05-19,,,4.281566698927173,,,,481.5
5046,1981-05-20,,,4.287953727163894,,,,479.75
5047,1981-05-21,,,4.283071701999667,,,,475.0
5048,1981-05-22,,,4.287168834834945,,,,472.75
5049,1981-05-25,,,,,,,472.75
5050,1981-05-26,,,4.33063859821752,,,,466.5
5051,1981-05-27,,,4.354766719086572,,,,466.75
5052,1981-05-28,,,4.356758080682782,,,,479.0
5053,1981-05-29,,,4.351607237834224,,,,479.25
5054,1981-06-01,19.1,9.4,4.361999761659739,90.5,,,483.25
5055,1981-06-02,,,4.319049839103638,,,,474.0
5056,1981-06-03,,,4.3039160304984385,,,,475.5
5057,1981-06-04,,,4.318951397484471,,,,462.5
5058,1981-06-05,,,4.356622247241957,,,,460.0
5059,1981-06-08,,,4.358280761513946,,,,473.5
5060,1981-06-09,,,4.341406290960866,,,,460.5
5061,1981-06-10,,,4.3541472659467955,,,,465.25
5062,1981-06-11,,,4.4110966822955495,,,,464.25
5063,1981-06-12,,,4.422100063413382,,,,472.0
5064,1981-06-15,,,4.463958321529073,,,,471.75
5065,1981-06-16,,,4.431660110044271,,,,461.5
5066,1981-06-17,,,4.446525793565914,,,,461.75
5067,1981-06-18,,,4.394711001018106,,,,459.0
5068,1981-06-19,,,4.401762338398501,,,,458.25
5069,1981-06-22,,,4.384112138994212,,,,462.0
5070,1981-06-23,,,4.41349161858129,,,,466.5
5071,1981-06-24,,,4.387907287495774,,,,462.0
5072,1981-06-25,,,4.389159462393024,,,,446.5
5073,1981-06-26,,,4.373909089151163,,,,442.0
5074,1981-06-29,,,4.346520614831946,,,,428.75
5075,1981-06-30,,,4.310757309804822,,,,426.0
5076,1981-07-01,19.04,11.1,4.2791735828355995,91.5,,,422.0
5077,1981-07-02,,,4.243692041829575,,,,414.5
5078,1981-07-03,,,,,,,414.5
5079,1981-07-06,,,4.196510451131089,,,,403.75
5080,1981-07-07,,,4.208023356490357,,,,405.0
5081,1981-07-08,,,4.215403742828341,,,,397.75
5082,1981-07-09,,,4.2268318539065435,,,,406.25
5083,1981-07-10,,,4.225442446639083,,,,416.5
5084,1981-07-13,,,4.2254459328217315,,,,413.0
5085,1981-07-14,,,4.19884341291954,,,,402.25
5086,1981-07-15,,,4.226436031648534,,,,412.25
5087,1981-07-16,,,4.235784807387804,,,,418.25
5088,1981-07-17,,,4.249493835418555,,,,415.0
5089,1981-07-20,,,4.182116697418552,,,,412.5
5090,1981-07-21,,,4.1546282951714675,,,,406.0
5091,1981-07-22,,,4.126086116052432,,,,411.5
5092,1981-07-23,,,4.12670083283689,,,,407.75
5093,1981-07-24,,,4.153732783403355,,,,407.5
5094,1981-07-27,,,4.187821903755899,,,,408.75
5095,1981-07-28,,,4.170990351867469,,,,401.5
5096,1981-07-29,,,4.175509902567877,,,,404.2
5097,1981-07-30,,,4.189065576504076,,,,402.25
5098,1981-07-31,,,4.229945829924131,,,,406.0
5099,1981-08-01,17.82,11.6,,92.2,,,
5100,1981-08-03,,,4.217407565757719,,,,392.5
5101,1981-08-04,,,4.220494175232904,,,,391.25
5102,1981-08-05,,,4.251944479139554,,,,392.4
5103,1981-08-06,,,4.266617538482812,,,,393.25
5104,1981-08-07,,,4.248588982474253,,,,397.25
5105,1981-08-10,,,4.260476729730305,,,,393.75
5106,1981-08-11,,,4.308693579726481,,,,401.0
5107,1981-08-12,,,4.3084072095551935,,,,417.5
5108,1981-08-13,,,4.308031699517903,,,,407.25
5109,1981-08-14,,,4.296783307341137,,,,413.0
5110,1981-08-17,,,4.25792248887306,,,,441.5
5111,1981-08-18,,,4.216908050970191,,,,420.0
5112,1981-08-19,,,4.216687824167957,,,,431.5
5113,1981-08-20,,,4.2270665399170335,,,,429.0
5114,1981-08-21,,,4.1989264481329505,,,,429.5
5115,1981-08-24,,,4.104477582510151,,,,422.0
5116,1981-08-25,,,4.065839508968281,,,,409.75
5117,1981-08-26,,,4.066574437726785,,,,414.0
5118,1981-08-27,,,4.036274552259142,,,,411.75
5119,1981-08-28,,,4.050889001545534,,,,425.0
5120,1981-08-31,,,4.021435979646065,,,,427.0
5121,1981-09-01,15.87,11.8,4.016767250233992,93.1,,,421.5
5122,1981-09-02,,,4.016339132379245,,,,430.0
5123,1981-09-03,,,3.947703291053717,,,,436.5
5124,1981-09-04,,,3.913080682127462,,,,439.5
5125,1981-09-07,,,,,,,439.5
5126,1981-09-08,,,3.8378824192836793,,,,439.0
5127,1981-09-09,,,3.8481122345335224,,,,436.75
5128,1981-09-10,,,3.8965090847428825,,,,451.5
5129,1981-09-11,,,3.9369015741899522,,,,448.25
5130,1981-09-14,,,3.92001506117727,,,,451.25
5131,1981-09-15,,,3.907788428095724,,,,456.0
5132,1981-09-16,,,3.881817035936896,,,,449.0
5133,1981-09-17,,,3.839822629628154,,,,459.0
5134,1981-09-18,,,3.825687938601295,,,,447.0
5135,1981-09-21,,,3.847969773618472,,,,463.5
5136,1981-09-22,,,3.8195045371058174,,,,462.0
5137,1981-09-23,,,3.781182650851364,,,,456.5
5138,1981-09-24,,,3.7755935334161608,,,,446.25
5139,1981-09-25,,,3.7057583043565865,,,,450.5
5140,1981-09-28,,,3.7482510303179253,,,,421.5
5141,1981-09-29,,,3.7732412898913026,,,,431.75
5142,1981-09-30,,,3.7755829503802563,,,,428.75
5143,1981-10-01,15.08,10.9,3.7898955341621208,93.4,,,436.75
5144,1981-10-02,,,3.8335841658535874,,,,435.0
5145,1981-10-05,,,3.8599623544355746,,,,441.25
5146,1981-10-06,,,3.8690474634005247,,,,443.0
5147,1981-10-07,,,3.926109130601345,,,,445.5
5148,1981-10-08,,,3.958894412911058,,,,443.25
5149,1981-10-09,,,3.9553301768891256,,,,453.5
5150,1981-10-12,,,3.9531836857719496,,,,453.5
5151,1981-10-13,,,3.9524843772744824,,,,443.25
5152,1981-10-14,,,3.900284321775296,,,,444.25
5153,1981-10-15,,,3.9168562412840027,,,,446.65
5154,1981-10-16,,,3.90769781475223,,,,443.75
5155,1981-10-19,,,3.8947066107507924,,,,436.7
5156,1981-10-20,,,3.92345319326496,,,,437.3
5157,1981-10-21,,,3.9335929895483557,,,,429.0
5158,1981-10-22,,,3.907353175804019,,,,433.75
5159,1981-10-23,,,3.8791589219893874,,,,432.5
5160,1981-10-26,,,3.864628167737318,,,,426.0
5161,1981-10-27,,,3.8935128118949276,,,,427.4
5162,1981-10-28,,,3.903591006206615,,,,430.8
5163,1981-10-29,,,3.9001999639400413,,,,424.5
5164,1981-10-30,,,3.9804475357489926,,,,427.0
5165,1981-11-01,13.31,10.2,,93.8,,,
5166,1981-11-02,,,4.050996693287577,,,,430.0
5167,1981-11-03,,,4.063731861667974,,,,428.25
5168,1981-11-04,,,4.061398195837225,,,,431.25
5169,1981-11-05,,,4.048985106050968,,,,428.5
5170,1981-11-06,,,4.035954054636615,,,,428.25
5171,1981-11-09,,,4.058441536192383,,,,429.75
5172,1981-11-10,,,4.083810617306403,,,,418.5
5173,1981-11-11,,,4.079114989404167,,,,412.0
5174,1981-11-12,,,4.0936644637371815,,,,411.5
5175,1981-11-13,,,4.061625624873808,,,,412.5
5176,1981-11-16,,,4.010161188478981,,,,404.25
5177,1981-11-17,,,4.035962807152952,,,,398.75
5178,1981-11-18,,,4.026547326999051,,,,403.75
5179,1981-11-19,,,4.031026947115149,,,,401.0
5180,1981-11-20,,,4.047619109026023,,,,401.5
5181,1981-11-23,,,4.037799381571157,,,,396.75
5182,1981-11-24,,,4.071007059131349,,,,399.25
5183,1981-11-25,,,4.084251199279513,,,,409.5
5184,1981-11-26,,,,,,,409.5
5185,1981-11-27,,,4.103074006864003,,,,409.5
5186,1981-11-30,,,4.125869967980044,,,,414.5
5187,1981-12-01,12.37,9.5,4.112075692244939,94.1,,,402.5
5188,1981-12-02,,,4.082204683210168,,,,406.75
5189,1981-12-03,,,4.089113987854549,,,,416.5
5190,1981-12-04,,,4.1180753796866965,,,,426.0
5191,1981-12-07,,,4.103113570490054,,,,416.75
5192,1981-12-08,,,4.089551047661475,,,,415.25
